GEOID,sovi,rank
g05063,0.676618290507957,1203.0
g05065,1.9339684602312321,619.0
g05067,1.6550643140723273,737.0
g05069,1.485050735297194,814.0
g05071,-0.08560956000578435,1626.0
g05073,3.8637353667462424,210.0
g05075,2.8388248251183725,363.0
g05077,3.2137565375420944,300.0
g05079,-3.8511379043280147,2918.0
g05081,0.8307817188817828,1124.0
g05083,0.6981790609526275,1192.0
g05085,-2.387426568829487,2598.0
g05087,-0.4039535532345966,1824.0
g05089,3.192244131934963,302.0
g05091,-0.25821564191322444,1731.0
g05093,0.7552599044330973,1161.0
g05095,4.034196221834334,188.0
g05097,1.9581185590877177,605.0
g05099,1.3934492504335934,857.0
g05101,-0.028752312607234654,1590.0
g05103,2.030624622964762,579.0
g05105,-1.2499050922801649,2236.0
g05107,6.092481652912092,81.0
g05109,0.5105445421753307,1298.0
g05111,2.2301301002906118,511.0
g05113,1.4229404755778192,838.0
g05115,-0.8498912938747549,2046.0
g05117,1.716005449033285,710.0
g05119,-0.6089281625112013,1924.0
g05121,1.5987496598804265,760.0
g05123,1.2005970220012345,931.0
g05125,-2.962197870575734,2744.0
g05127,0.37157198112877365,1380.0
g05129,4.646381821672357,141.0
g05131,0.26923351402558127,1433.0
g05133,2.758137611106518,382.0
g05135,3.0656340771197814,319.0
g05137,2.914073017407972,339.0
g05139,0.5872515408059523,1249.0
g05141,2.3067380861223237,487.0
g05143,-1.287443097155303,2250.0
g05145,-1.135551611480396,2173.0
g05147,3.877664569926117,207.0
g05149,2.067681123240566,561.0
g06001,-2.9595449881556486,2743.0
g06003,-0.43552775627554485,1839.0
g06005,-0.6020998590778102,1920.0
g06007,1.0669253950541946,1001.0
g06009,-0.4999960094478224,1869.0
g06011,2.6068556073560827,415.0
g06013,-3.300149530657961,2821.0
g06015,1.7578923862214513,692.0
g06017,-3.1877137068890677,2801.0
g06019,2.67816517149969,400.0
g06021,1.6316653646158137,751.0
g06023,-0.10102813386068421,1634.0
g06025,6.749079251656325,60.0
g06027,1.9607504103036444,602.0
g06029,1.223672432247302,920.0
g06031,-0.15640808939866901,1673.0
g06033,2.3737408439194594,465.0
